dataset,algorithm,algorithm_class,seed,metric,k,value
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.3903800499921017
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3903800499921017
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.7227265726449519
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.5716213154129578
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.13012668333070054
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.07945707943276742
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.4468535299918563
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3594085870969891
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.24703059344735182
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.09791292534996782
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.4703652827859579
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.30523488393970116
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.28165758790969186
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3531437764338091
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.4409203293308675
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.3156484524795145
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2684550357175426
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.15457433957839825
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.6164336326286644
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.5478527392247046
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,Precision,10,0.5
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3628869103342175
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2051166673279436
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.28952298823485745
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.18340980524840012
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.17630010660342912
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2683637998873703
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.8687949224876582
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,Precision,5,0.8
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.6274092458891772
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.09092803061897885
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.5032251913410369
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.19587129117873783
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.33725693702354287
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.40350157154648025
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.29025978496956456
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.123151194370365
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2863459897524692
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.23992089480238082
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3029889503327762
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3537338847624762
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.1559378792798317
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.41039156802332444
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3557772116892465
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.1736666713479918
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.6992148198508501
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.4537425745411855
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.34695119186869644
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.16927654709047396
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2973694836145356
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.20248323207250624
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.0901000086523677
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.48522855511632257
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.31488013066763093
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.1909208661789347
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.32124463208930537
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.25909036127391766
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.14126697285982898
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.1635413866202963
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.2960819109658652
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2960819109658652
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.47842151728792726
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.09803928583135704
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3900741276002217
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.3065735963827292
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3065735963827292
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3562071871080222
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.1584091525685025
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.16958010263680806
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.17957712468379533
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2614432242450501
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3589542101716347
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.20483424751859086
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.4632423659320675
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.30281242839865
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.13961814555374907
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.4125317798925535
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.27134058233820724
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.19519002499605084
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.19519002499605084
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2528410271851774
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.17342765698823948
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.21398626473452756
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.28997736516021183
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.29062463495158997
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.2640681225725909
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2640681225725909
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.08671382849411974
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.38685280723454163
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.38685280723454163
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.16421958630632802
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2934556883974402
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.1480409554829326
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3026024134988135
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2437748474873753
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.11838279295536293
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.09785159463516042
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.33627415762678564
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2187513829195429
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.08747171410140821
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.22793826167775832
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.14829723057014912
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.24968908577726404
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.1208113026994942
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.1731866333482261
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.23719771276929622
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.23719771276929622
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.14910427719257574
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.4912596920895758
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3882251478215036
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2742654694553681
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.34445239307233994
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.6548086577531307
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.6548086577531307
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.18154179253735267
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.18154179253735267
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.5
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.5
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,5,0.639945385422766
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.5509662124799075
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.20438239758848611
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.7040791436471738
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.5087403079104241
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.2180164145324244
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.07311683844390995
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.38121301394452073
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.1478294909154526
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.37850091886658266
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.3308744461818274
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.24309789328476902
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.10086747116627115
MovieLens100K,ALS,omnirec.runner.algos.LensKit,87,nDCG,10,0.28371255449703187
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,1,1.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,1,1.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.3391602052736161
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,5,0.2
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.2984900352767555
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,10,0.2
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,1,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,1,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,5,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,10,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.22009176629808017
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,10,0.1
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.13120507751234178
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.08514311764162098
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.14606834984270645
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.1089364926177559
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.21398626473452756
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.13886244387355454
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.16958010263680806
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.12647135138382856
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.14279514403613733
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.5087403079104241
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,5,0.4
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.33013764944712026
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.2082936658103318
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.06362078819895171
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.10633668103022986
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.22415199495126517
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.06943122193677727
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.30078518014914984
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.19518900079066107
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.15139734109601002
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.16812753627111746
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.16812753627111746
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.07614334071738352
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.2529427027676571
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.6131471927654584
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.6131471927654584
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.11004588314904008
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.06625422345438903
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.21222636597291458
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.36005461457723403
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.23365080824310533
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.5531464700081437
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.42520843362602373
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,10,0.3
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.13905617951077562
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.6713860725233041
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.6713860725233041
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.15958907712489637
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.24630238874073
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.24630238874073
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.07979453856244818
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.2327059155688063
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.08431423425588572
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.10699313236726378
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.08372491399919348
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.34519134224686937
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.22400556151517553
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.09478836436955078
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.15176219107803537
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.19342640361727081
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.3647442587311445
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.41939799988819815
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,10,0.4
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.2350455494144854
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.13568544539116628
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.6843515475204855
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,5,0.6
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.4440973278132557
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.3391602052736161
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.5531464700081437
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.46927872602275644
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.617319681505689
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.16716045496620227
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.4599715079731103
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.37185395737611554
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.46927872602275644
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.30580131013556605
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.17947710508581735
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.15850703974098102
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.14606834984270645
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.21840743681816419
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.10778915452451095
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.30046628673637255
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.12987501165334076
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.17723928678404774
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.13032376591037065
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.07839826897867533
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.13120507751234178
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.07336392209936005
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.11284514134893527
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.20210734650054757
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.20210734650054757
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.27727342735504823
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.17993148201117176
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.19796212533499347
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.27487633291429087
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.38356636737133565
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.2489083270225946
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.7039180890341347
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.7039180890341347
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.13565197343244778
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.07414861528507456
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.8315546295836225
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.3903800499921017
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.3903800499921017
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.7227265726449519
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.5716213154129578
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.13012668333070054
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.07945707943276742
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.4468535299918563
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.3594085870969891
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.24703059344735182
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.09791292534996782
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.4703652827859579
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.30523488393970116
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.28165758790969186
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.3531437764338091
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.4409203293308675
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.3156484524795145
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.2684550357175426
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.15457433957839825
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.6164336326286644
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.5478527392247046
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,10,0.5
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.3628869103342175
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.2051166673279436
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.28952298823485745
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.18340980524840012
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.17630010660342912
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.2683637998873703
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.8687949224876582
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,Precision,5,0.8
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.6274092458891772
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.09092803061897885
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.5032251913410369
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.19587129117873783
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.33725693702354287
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.40350157154648025
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.29025978496956456
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.123151194370365
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.2863459897524692
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.23992089480238082
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.3029889503327762
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.3537338847624762
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.1559378792798317
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.41039156802332444
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.3557772116892465
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.1736666713479918
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.6992148198508501
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.4537425745411855
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.34695119186869644
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.16927654709047396
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.2973694836145356
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.20248323207250624
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.0901000086523677
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,5,0.48522855511632257
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.31488013066763093
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.1909208661789347
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,87,nDCG,10,0.32124463208930537
