dataset,algorithm,algorithm_class,seed,metric,k,value
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,1,0.0
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,1,0.0
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.0
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,5,0.0
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.06943122193677727
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,10,0.1
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.0
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,10,0.0
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.14465249243306436
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,10,0.2
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.14926017916129347
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,1,1.0
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,1,1.0
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.4703652827859579
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,5,0.4
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.36885567213865283
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,10,0.3
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.07834851647149513
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.13120507751234178
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,5,0.2
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.15850703974098102
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.21398626473452756
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.13886244387355454
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.34519134224686937
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2973694836145356
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.06362078819895171
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.13305201013572898
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1635413866202963
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.08514311764162098
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.14606834984270645
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1681522864689108
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.3391602052736161
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3391602052736161
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.38121301394452073
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.8539316501572937
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,5,0.8
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.7787926658840254
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,10,0.5
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.15139734109601002
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.22009176629808017
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.13698471029831175
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.07839826897867533
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.15101961822780524
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.15101961822780524
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.15958907712489637
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.23719771276929622
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.23719771276929622
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.28371255449703187
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.06625422345438903
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3562071871080222
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.09478836436955078
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.20248323207250624
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.07336392209936005
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.46927872602275644
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.46927872602275644
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.0901000086523677
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.09803928583135704
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1012286082123002
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.07979453856244818
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.16045757497326923
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.08431423425588572
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.30078518014914984
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2614432242450501
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.6992148198508501
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,5,0.6
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.4537425745411855
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.16958010263680806
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.11004588314904008
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.09092803061897885
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2618080742270754
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.13905617951077562
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.16958010263680806
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.2960819109658652
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2960819109658652
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.21222636597291458
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.21398626473452756
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2051166673279436
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.07311683844390995
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.639945385422766
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.41528076708874123
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.16716045496620227
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3133940658859805
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.11838279295536293
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2520649403266671
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1480409554829326
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2381129204348816
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.13568544539116628
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2530614822099702
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3026024134988135
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.38685280723454163
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.38685280723454163
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2765732350040718
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.17723928678404774
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.19519002499605084
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.19519002499605084
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.21840743681816419
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.17342765698823948
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1208113026994942
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.14606834984270645
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.14629191738978586
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2529427027676571
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.24630238874073
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.24630238874073
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.36005461457723403
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.26852556974265224
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.20210734650054757
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.20210734650054757
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.17630010660342912
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.11305340175787204
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.09791292534996782
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.5531464700081437
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.44830398990253034
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.3156484524795145
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.20483424751859086
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1089364926177559
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2082936658103318
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.6131471927654584
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.6131471927654584
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.123151194370365
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2917883373452058
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1478294909154526
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3589542101716347
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.30580131013556605
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.48522855511632257
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.31488013066763093
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.25190132085971084
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.08274602130532004
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.27727342735504823
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2435522702101235
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.06794340091829076
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.13120507751234178
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2350455494144854
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2934556883974402
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.23365080824310533
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.38356636737133565
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.31516255047698366
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.29062463495158997
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.5087403079104241
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.40350157154648025
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2781981696179509
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.13961814555374907
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.18340980524840012
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1731866333482261
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.24309789328476902
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.36159016140841066
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.6164336326286644
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.40002324830925196
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3499667779514209
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1909208661789347
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.43735247915031
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3080351663449861
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.44619342964129877
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.11284514134893527
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.19518900079066107
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.40853591842579556
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.4912596920895758
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.49606005632380007
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,10,0.4
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.26462022272743835
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.07614334071738352
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3222722491219547
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.21078558563971428
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2583297509898471
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.22212782793993274
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.6843515475204855
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.4440973278132557
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2863459897524692
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3260595412115671
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1736666713479918
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.13032376591037065
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.43231813227099475
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.23922526118912799
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.14829723057014912
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2578753740644927
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.14201905717762703
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.32124463208930537
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.09785159463516042
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2758471541718663
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.16812753627111746
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.16812753627111746
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.09162544430476362
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.4125317798925535
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1884441521277154
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.39375843764607193
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.17993148201117176
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.19215663883127906
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1990365012701236
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.6364391809889587
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.5498307986729412
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.20438239758848611
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.10699313236726378
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.6105456988825855
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1610425878239398
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.33013764944712026
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.42838543210841196
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.12647135138382856
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.3065735963827292
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3065735963827292
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.22400556151517553
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.17947710508581735
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.35970991185182927
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.28952298823485745
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.20904936749052636
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.23463936301137822
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.23463936301137822
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1487639058405727
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.13743816645714543
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.23721994800876472
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.36005461457723403
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.08372491399919348
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2685529228900211
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.3903800499921017
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3903800499921017
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.2640681225725909
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2640681225725909
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.5173087569496825
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.1559378792798317
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.23690530871965634
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.29039140533630226
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.16945984979943976
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.388244052766991
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.09546043308946735
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2836929289153804
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.6713860725233041
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.6713860725233041
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.27487633291429087
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,1.0
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,1.0
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.18154179253735267
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.18154179253735267
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.17441424290825341
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.16421958630632802
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3618791953854131
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.10633668103022986
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.15457433957839825
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.47600514717497383
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.31834121936641585
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.10778915452451095
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3706355185414171
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.14279514403613733
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.2001366809542687
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3963918729015093
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.21779548001177887
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.4966757172046536
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,Precision,10,0.6
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.08747171410140821
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,5,0.5147714448836774
MovieLens100K,ALS,omnirec.runner.algos.LensKit,7,nDCG,10,0.3340514446642156
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,1,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,Precision,1,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,5,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,Precision,5,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.06943122193677727
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,Precision,10,0.1
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,Precision,10,0.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.14465249243306436
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,Precision,10,0.2
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.14926017916129347
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,1,1.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,Precision,1,1.0
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,5,0.4703652827859579
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,Precision,5,0.4
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.36885567213865283
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,Precision,10,0.3
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.07834851647149513
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,5,0.13120507751234178
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,Precision,5,0.2
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.15850703974098102
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,5,0.21398626473452756
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.13886244387355454
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,5,0.34519134224686937
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.2973694836145356
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.06362078819895171
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.13305201013572898
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.1635413866202963
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.08514311764162098
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,5,0.14606834984270645
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.1681522864689108
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,5,0.3391602052736161
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.3391602052736161
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.38121301394452073
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,5,0.8539316501572937
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,Precision,5,0.8
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.7787926658840254
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,Precision,10,0.5
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.15139734109601002
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.22009176629808017
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.13698471029831175
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.07839826897867533
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,5,0.15101961822780524
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.15101961822780524
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.15958907712489637
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,5,0.23719771276929622
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.23719771276929622
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.28371255449703187
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.06625422345438903
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.3562071871080222
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.09478836436955078
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.20248323207250624
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.07336392209936005
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,5,0.46927872602275644
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.46927872602275644
MovieLens100K,ItemKNN,omnirec.runner.algos.LensKit,7,nDCG,10,0.0901000086523677
