root,run,relative_path,name,extension,bytes,sha256,modified,readable,mentions_movielens,mentions_amazon,mentions_lastfm,mentions_als,mentions_itemknn,mentions_pop,mentions_ndcg,mentions_precision,mentions_download,mentions_synthetic,seed_expressions
study_runs,V100_P0_NANO_I05_R05,study_runs/V100_P0_NANO_I05_R05/checkpoint/78db94a53eae45c0a446c4f86c2c0efb_seed/code.py,code.py,.py,190,a35b3d3437a213ca6171c164d9130e6e07b205f1b6c1914de44466c57cd9ebac,2026-07-18T20:06:47,True,False,False,False,False,False,False,False,False,False,False,
study_runs,V100_P0_NANO_I05_R05,study_runs/V100_P0_NANO_I05_R05/checkpoint/8d2411dc05cd47918a939cb4865fa049/code.py,code.py,.py,3323,8f1ee1674014f86de35488309cd544a8e1da1022d46f35c9ce164215970e30b9,2026-07-18T19:18:01,True,True,False,False,False,True,False,True,True,False,False,"42, 123, 7, 99, 2024"
study_runs,V100_P0_NANO_I05_R05,study_runs/V100_P0_NANO_I05_R05/checkpoint/961d5f9febae499fa6037ebdd89d6c7c/code.py,code.py,.py,7246,c42d592425dbbc820b2cba6e98c876386e1d24bd172dd2b28a97654290a1d4ea,2026-07-18T19:52:21,True,True,False,False,True,False,False,True,False,False,True,"101, 202, 303, 404, 505 || None  "
study_runs,V100_P0_NANO_I05_R05,study_runs/V100_P0_NANO_I05_R05/checkpoint/e3afd2d32d4d490cbe1059b23c2d0f95/code.py,code.py,.py,4176,da071b66912de019ff0a119f649843dcdde08a36e1b5e480321ec046a8ae63a1,2026-07-18T19:35:31,True,True,False,False,True,False,False,True,False,False,False,"42, 123, 999, 2024, 7 || None || float('nan') || float(v) || seed_res['NDCG@10'"
study_runs,V100_P0_NANO_I05_R05_FAILED_ENCODING,study_runs/V100_P0_NANO_I05_R05_FAILED_ENCODING/checkpoint/06c95ab15297452f897b862fe3c0937b/code.py,code.py,.py,6004,bba057f6ffa9d534ef42e3047fbca62c7c7856f197c5993e10acacd29008c58d,2026-07-18T14:50:49,True,True,False,False,True,False,False,False,True,False,False,12345 + i for i in range(5)
study_runs,V100_P0_NANO_I05_R05_FAILED_ENCODING,study_runs/V100_P0_NANO_I05_R05_FAILED_ENCODING/checkpoint/0ea1bb0e10f7452db4976cbdbbe6cf88/code.py,code.py,.py,8104,563ca58ea6759aab19f52db0889c3664d83226e3198285686fec0f19fc31430c,2026-07-18T14:50:49,True,True,False,False,True,False,False,True,True,False,False,12345 + i for i in range(5) || seed)
study_runs,V100_P0_NANO_I05_R05_FAILED_ENCODING,study_runs/V100_P0_NANO_I05_R05_FAILED_ENCODING/checkpoint/7cfc165e4470472fa50f1c09bc44b601/code.py,code.py,.py,7437,50e8be1921f90e79107738d7770af5f9ba76aa3f61e675df756651936f8ac7b0,2026-07-18T14:46:04,True,True,False,False,True,False,True,False,True,False,False,12345 || base_seed + i for i in range(5) || seed || seed)
study_runs,V100_P0_NANO_I05_R05_FAILED_ENCODING,study_runs/V100_P0_NANO_I05_R05_FAILED_ENCODING/checkpoint/a6ef486ee30344d2a451cd0fc361fa1c/code.py,code.py,.py,3886,c566c3b7660f93dca16da0b22e10f1242e2c0473273353d2a23aa83293dbf197,2026-07-18T14:40:59,True,True,False,False,True,False,False,False,True,False,False,"123, 42, 7, 999, 555"
study_runs,V100_P0_NANO_I05_R05_FAILED_ENCODING,study_runs/V100_P0_NANO_I05_R05_FAILED_ENCODING/checkpoint/bba1cdc8d7a442cba9b557df959de3e0/code.py,code.py,.py,8916,ceb4454a10899ea6e2786f6be84513a993aabf8b537bc2d28aa548fc786791eb,2026-07-18T14:14:52,True,True,False,False,True,False,False,True,True,False,True,"0): || 0, 1, 2, 3, 4 || seed || seed)"
study_runs,V100_P0_NANO_I05_R05_FAILED_ENCODING,study_runs/V100_P0_NANO_I05_R05_FAILED_ENCODING/checkpoint/bec77e6418724bfba6401700bd54e08b/code.py,code.py,.py,843,47d54578917e797c303cd4c8f64e6c860a2bb3ad2f096856b536de397c517b2a,2026-07-18T14:28:51,True,False,False,False,False,False,False,True,False,False,False,
study_runs,V100_P0_NANO_I05_R05_FAILED_ENCODING,study_runs/V100_P0_NANO_I05_R05_FAILED_ENCODING/checkpoint/d864b5380c18428db014409543aa4c0d/code.py,code.py,.py,3380,194be56ad0b26bd58079e565dfe0ad5329c690bdcb3e6fd633ddd0c221682e45,2026-07-18T14:35:36,True,True,False,False,True,False,False,False,True,False,False,"123, 42, 7, 999, 555"
study_runs,V100_P1_NANO_I05_R01,study_runs/V100_P1_NANO_I05_R01/checkpoint/3b4cabf830f444f891472b9b753af650/code.py,code.py,.py,5073,81690fe72b6d867f584945fdda5717bc4d24db5b3673b16b297acff5c724da2f,2026-07-18T21:46:20,True,True,False,False,True,False,False,False,True,False,False,"101, 202, 303, 404, 505"
study_runs,V100_P1_NANO_I05_R01,study_runs/V100_P1_NANO_I05_R01/checkpoint/47a7cea2b5264a00867ae995e92e95f1/code.py,code.py,.py,166,8190e614f51ac43e575fe9526840b31bb84ad0cfc24bb8fcaed2453075c44507,2026-07-18T21:24:23,True,False,False,False,False,False,False,False,False,False,True,
study_runs,V100_P1_NANO_I05_R01,study_runs/V100_P1_NANO_I05_R01/checkpoint/91095a883b894f97bf4b02110d12b880/code.py,code.py,.py,2466,50a08156dcc310bae5c280ed6bd265055a69ad177983e1e94eb79e16796ce465,2026-07-18T21:11:19,True,True,False,False,False,False,False,True,False,False,True,42
study_runs,V100_P1_NANO_I05_R01,study_runs/V100_P1_NANO_I05_R01/checkpoint/a5ac2c0ff24b457bae5445a51708e653/code.py,code.py,.py,3994,11e2c472f2aa2f805ba4f9e1baf995f0f9d270267f8049ac3ed8d3d51f6b58b4,2026-07-18T21:29:27,True,True,False,False,True,False,False,False,True,False,False,"101, 202, 303, 404, 505"
study_runs,V100_P1_NANO_I05_R01,study_runs/V100_P1_NANO_I05_R01/checkpoint/a5ac2c0ff24b457bae5445a51708e653_iteration1/code.py,code.py,.py,11227,c20e431811dbdc3543c07ef22d969bf4c2fc70ddc37c3161259134e1ee9fbfe5,2026-07-18T22:01:45,True,True,True,True,True,True,True,True,True,False,False,"0, 1, 2, 3, 4 || {s}"")"
study_runs,V100_P1_NANO_I05_R01,study_runs/V100_P1_NANO_I05_R01/checkpoint/a5ac2c0ff24b457bae5445a51708e653_iteration2/code.py,code.py,.py,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,2026-07-18T22:01:45,True,False,False,False,False,False,False,False,False,False,False,
study_runs,V100_P1_NANO_I05_R01,study_runs/V100_P1_NANO_I05_R01/checkpoint/a5ac2c0ff24b457bae5445a51708e653_seed/code.py,code.py,.py,3994,11e2c472f2aa2f805ba4f9e1baf995f0f9d270267f8049ac3ed8d3d51f6b58b4,2026-07-18T21:54:46,True,True,False,False,True,False,False,False,True,False,False,"101, 202, 303, 404, 505"
study_runs,V100_P1_NANO_I05_R01,study_runs/V100_P1_NANO_I05_R01/checkpoint/db73e01882ec4d9482a29901e1c1fea5/code.py,code.py,.py,3419,490452ac599e34e7e20af79b57112c8d70fca7793b9d8156f0a578ef8a7ab8c9,2026-07-18T21:13:54,True,True,False,False,True,False,False,False,False,False,False,"101, 202, 303, 404, 505"
study_runs,V100_P1_NANO_I05_R01,study_runs/V100_P1_NANO_I05_R01/checkpoint/e9854c7a846546f5b0f633d39fcb3c82/code.py,code.py,.py,4030,62f11e261d863abd51450bf2788edf2faf28ce2cd0921ddfdbf8161194d74155,2026-07-18T21:34:00,True,True,False,False,True,False,False,False,True,False,False,"101, 202, 303, 404, 505 || SEEDS || {s}, precision@10={v}\n"")"
study_runs,V100_P1_NANO_I05_R01,study_runs/V100_P1_NANO_I05_R01/checkpoint/f24ec75a21744db981947386cf39b1d4/code.py,code.py,.py,3192,74662e8d0846aebaac04da83b221e2d1fa70deecfabb7cea5d3d2f9a7fefd38a,2026-07-18T21:04:56,True,True,False,False,True,False,False,True,False,False,False,"11, 22, 33, 44, 55"
study_runs,V100_P1_NANO_I05_R02,study_runs/V100_P1_NANO_I05_R02/checkpoint/2c90355f128f45a9978c71cbc8027819/code.py,code.py,.py,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,2026-07-18T21:28:46,True,False,False,False,False,False,False,False,False,False,False,
study_runs,V100_P1_NANO_I05_R02,study_runs/V100_P1_NANO_I05_R02/checkpoint/2c90355f128f45a9978c71cbc8027819_iteration1/code.py,code.py,.py,9310,e80f72c4aa796cbfbb98343e4f6d39883718f2fae55451bdf9b892c94dfd6908,2026-07-18T21:49:07,True,True,False,True,False,True,True,True,True,False,True,"0, 1, 2, 3, 4"
study_runs,V100_P1_NANO_I05_R02,study_runs/V100_P1_NANO_I05_R02/checkpoint/2c90355f128f45a9978c71cbc8027819_iteration2/code.py,code.py,.py,85,872ad6061bd060229ac6a62e563c8a7ecc5451728edd0864a6aa9841cf16ae38,2026-07-18T21:49:07,True,False,False,False,False,False,False,False,False,False,True,
study_runs,V100_P1_NANO_I05_R02,study_runs/V100_P1_NANO_I05_R02/checkpoint/2c90355f128f45a9978c71cbc8027819_seed/code.py,code.py,.py,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,2026-07-18T21:43:11,True,False,False,False,False,False,False,False,False,False,False,
study_runs,V100_P1_NANO_I05_R02,study_runs/V100_P1_NANO_I05_R02/checkpoint/37c0775b6dca4993a0cf77c7a347e61b/code.py,code.py,.py,9492,33f606f30975649cc9bd40a7dfe9482c43779fd46cfd67afa4e390b94cfd2ca2,2026-07-18T21:06:30,True,True,False,False,True,False,False,True,True,False,False,"0, 1, 2, 3, 4 || seed)"
study_runs,V100_P1_NANO_I05_R02,study_runs/V100_P1_NANO_I05_R02/checkpoint/39b2b05dfd60419683b3976abf10082a/code.py,code.py,.py,3820,424403cf53bb35a636c2d84c9b003ff2aba79c79c398ed910198d41ed13189f0,2026-07-18T21:25:13,True,True,False,False,True,False,False,False,True,False,True,"0.20 + (seeds.index(seed) * 0.01) || 1001, 2002, 3003, 4004, 5005 || None || m.get('precision_at_10') or m.get('precision@10') or m.get('precision10')"
study_runs,V100_P1_NANO_I05_R02,study_runs/V100_P1_NANO_I05_R02/checkpoint/3fdb417208cc4974ac1981132e1c4b6f/code.py,code.py,.py,8280,e0bad305d0b1c70259d549e738ccc88b4209be4a15b1e89f809ff4c617d4c810,2026-07-18T21:34:48,True,True,False,False,True,False,False,False,True,False,False,"1001, 2002, 3003, 4004, 5005"
study_runs,V100_P1_NANO_I05_R02,study_runs/V100_P1_NANO_I05_R02/checkpoint/401e11df85cb4e67ad5a8e3f5e3b9b62/code.py,code.py,.py,4649,55243fa2ea491f3ba791b3023a0dfb6ca89baf1cbf13511a90301750a8999dd2,2026-07-18T21:19:07,True,True,False,False,False,False,False,False,True,False,True,"0.15 + (seed % 1000) * 0.0005   || 1001, 2002, 3003, 4004, 5005 || None || [ || float(m.get(key))"
study_runs,V100_P1_NANO_I05_R02,study_runs/V100_P1_NANO_I05_R02/checkpoint/bd73efc9cdab45709d3c1be3a3a740ed/code.py,code.py,.py,4221,8165d816f3bd694484056693fe860798be1c58f575da0cb48622ab1fa95d8ba9,2026-07-18T21:10:39,True,True,False,False,True,False,False,True,True,False,True,"0, 1, 2, 3, 4 || 0.20 + (seed * 0.01) || 0.65 + (seed * 0.02) || None || m.get('ndcg_at_10') or m.get('ndcg@10') or m.get('ndcg10') || m.get('precision_at_10') or m.get('precision@10') or m.get('precision10')"
study_runs,V100_P1_NANO_I05_R02,study_runs/V100_P1_NANO_I05_R02/checkpoint/fb28f4b4739d4ea9887ddba29d25f141/code.py,code.py,.py,5129,6ae75da8c556882061c3d5574eb1e6a00a1b3151ce740276631e3edca98abef1,2026-07-18T21:14:38,True,True,False,False,True,False,False,False,True,False,True,"0.15 + (seed % 1000) * 0.0005   || 1001, 2002, 3003, 4004, 5005 || None || [ || float(m.get(key))"
study_runs,V100_P1_NANO_I05_R03,study_runs/V100_P1_NANO_I05_R03/checkpoint/6f1d0f4e2ffa4fdd96f993603e136fa2/code.py,code.py,.py,131,6bbff00caa1f8e34245ed5b2e6a822a2c9f233d834dcb9b5f5d0298647fba7bb,2026-07-19T14:02:10,True,False,False,False,False,False,False,False,False,False,True,
study_runs,V100_P1_NANO_I05_R03,study_runs/V100_P1_NANO_I05_R03/checkpoint/7365a8beb6ee4029b5ae1b99cfe9a957/code.py,code.py,.py,3763,e9a865c8a5a331534eec3b50b8cbab1468f64b1ba2adb575723236b41c79682e,2026-07-19T14:27:48,True,False,False,True,True,False,False,True,False,False,False,"0, 1, 2, 3, 4 || seed) || {seed}: NDCG@{K}={ndcg:.4f}"")"
study_runs,V100_P1_NANO_I05_R03,study_runs/V100_P1_NANO_I05_R03/checkpoint/8676fcf9d5a649d1a9d6d65edaa7437e/code.py,code.py,.py,2975,1af14224d83b0e951965b09c476461e89b0665b776e6f039b0d5a31449918622,2026-07-19T14:14:45,True,False,False,True,True,False,False,True,False,False,False,"0, 1, 2, 3, 4 || {seed} NDCG@{K}={ndcg:.4f}"")"
study_runs,V100_P1_NANO_I05_R03,study_runs/V100_P1_NANO_I05_R03/checkpoint/8676fcf9d5a649d1a9d6d65edaa7437e_iteration1/code.py,code.py,.py,157,46ee23159416ab3d7978c13223f68076c57927f7521e896853cdaadd785ef617,2026-07-19T14:38:04,True,False,False,False,False,False,False,False,False,False,True,
study_runs,V100_P1_NANO_I05_R03,study_runs/V100_P1_NANO_I05_R03/checkpoint/8676fcf9d5a649d1a9d6d65edaa7437e_iteration2/code.py,code.py,.py,7819,df8eb676e2241f1aa7c8a1a8b4e0e372a74f5adb340b55e49b42c47f2a8bcdc7,2026-07-19T14:38:04,True,False,False,True,True,True,False,True,True,False,False,"0, 1, 2, 3, 4"
study_runs,V100_P1_NANO_I05_R03,study_runs/V100_P1_NANO_I05_R03/checkpoint/8676fcf9d5a649d1a9d6d65edaa7437e_seed/code.py,code.py,.py,2975,1af14224d83b0e951965b09c476461e89b0665b776e6f039b0d5a31449918622,2026-07-19T14:31:51,True,False,False,True,True,False,False,True,False,False,False,"0, 1, 2, 3, 4 || {seed} NDCG@{K}={ndcg:.4f}"")"
study_runs,V100_P1_NANO_I05_R03,study_runs/V100_P1_NANO_I05_R03/checkpoint/af4eb4168ba0475fa720b6326b0f54cc/code.py,code.py,.py,3412,994f43f995f424e161512800b0546c39cbd7ae1344cfbfb58e41482b04ab654f,2026-07-19T14:18:57,True,False,False,True,True,False,False,True,False,False,False,"0, 1, 2, 3, 4 || {SEEDS[i"
study_runs,V100_P1_NANO_I05_R03,study_runs/V100_P1_NANO_I05_R03/checkpoint/d1f56c2275b34ba383c6bb1c40e6e642/code.py,code.py,.py,3588,2d3d1e791401a405e882f3c2ba86b959019e675a9db01480897a9613f01acb5a,2026-07-19T14:23:06,True,False,False,True,True,False,False,True,False,False,False,"0, 1, 2, 3, 4 || {seed} NDCG@{K}={ndcg:.4f}"" if ndcg is not None else f""Seed={seed}: no ndcg computed"") || {seed}: zero interactions after preprocessing; skipping."")"
study_runs,V100_P1_NANO_I05_R03,study_runs/V100_P1_NANO_I05_R03/checkpoint/e4f084130c49428fb4b9b62b0d10f0ee/code.py,code.py,.py,7067,d8b343090cd0a182580b8498fd8983a389c697497dd28233c2cf3eabaab9fac0,2026-07-19T13:57:02,True,False,False,True,False,False,False,True,True,False,False,"0, 1, 2, 3, 4 || seed) || {seed}: NDCG@{K}={ndcg:.4f}, Precision@{K}={prec:.4f}"")"
study_runs,V100_P1_NANO_I05_R03,study_runs/V100_P1_NANO_I05_R03/checkpoint/eac6baf5105942dc8d6dd201cdca4272/code.py,code.py,.py,4324,9b7e9c0e1fc9b8386187b1e5d32f02626f71a0a5bebaa94b3342d91999f6d647,2026-07-19T14:09:19,True,False,False,True,True,False,False,True,False,False,False,"0, 1, 2, 3, 4 || seed).reset_index(drop=True) || {} NDCG@{}={:.4f}"".format(seed, K, ndcg))"
study_runs,V100_P1_NANO_I05_R04,study_runs/V100_P1_NANO_I05_R04/checkpoint/4ea83e57bd63412ebe4ad84854db3d2d/code.py,code.py,.py,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,2026-07-19T14:27:49,True,False,False,False,False,False,False,False,False,False,False,
study_runs,V100_P1_NANO_I05_R04,study_runs/V100_P1_NANO_I05_R04/checkpoint/5880ed12fc7e45c5b4e17b8a4de6c6bd/code.py,code.py,.py,3251,d334610a8d931dd7aa9f903638a1fde2dcba3b00a87fef455ee5fe9b86892e60,2026-07-19T14:21:51,True,True,False,False,True,False,False,True,False,False,False,"0, 1, 2, 3, 4"
study_runs,V100_P1_NANO_I05_R04,study_runs/V100_P1_NANO_I05_R04/checkpoint/8fdabbdc2e6748ee99079d56c28cc80e/code.py,code.py,.py,4297,b6735432e66ab225af3079ae00bb9b55b1efc157e2a5e1b01032674dc7e6942b,2026-07-19T14:12:05,True,True,False,False,True,False,False,True,False,False,False,"0, 1, 2, 3, 4"
study_runs,V100_P1_NANO_I05_R04,study_runs/V100_P1_NANO_I05_R04/checkpoint/a27155e95ef34d039705effaacd940bf/code.py,code.py,.py,2443,d7bed8b81a849878a393f58f6f86bf5cd94f135fe2e5071dffd4917fb9446b22,2026-07-19T14:01:29,True,True,False,False,False,False,True,True,False,False,False,
study_runs,V100_P1_NANO_I05_R04,study_runs/V100_P1_NANO_I05_R04/checkpoint/ae8c3e2c8ff2442fa41d98ea422dadf2/code.py,code.py,.py,2808,5e440127ca153311e49ddf6387c1852ae00fd3db33badd916c4a9d46edb724eb,2026-07-19T13:57:04,True,True,False,False,True,False,False,True,False,False,True,"0, 1, 2, 3, 4"
study_runs,V100_P1_NANO_I05_R04,study_runs/V100_P1_NANO_I05_R04/checkpoint/ae8c3e2c8ff2442fa41d98ea422dadf2_iteration1/code.py,code.py,.py,2808,7bf5d206745a326689d83867bc46827f6c2751987fa38710821758f1f011518d,2026-07-19T14:38:45,True,True,False,False,True,False,False,True,False,False,True,"0, 1, 2, 3, 4"
study_runs,V100_P1_NANO_I05_R04,study_runs/V100_P1_NANO_I05_R04/checkpoint/ae8c3e2c8ff2442fa41d98ea422dadf2_iteration2/code.py,code.py,.py,5551,a6ab4bee2cb0f98bc08172d347aaa09ae27b79029a8c14b291934d44e76a4b07,2026-07-19T14:38:45,True,True,False,True,True,True,True,True,True,False,False,"42, 7, 123, 999, 2024 || run_omnirec(datasets=dataset, plan=plan, evaluator=evaluator)"
study_runs,V100_P1_NANO_I05_R04,study_runs/V100_P1_NANO_I05_R04/checkpoint/ae8c3e2c8ff2442fa41d98ea422dadf2_seed/code.py,code.py,.py,2808,5e440127ca153311e49ddf6387c1852ae00fd3db33badd916c4a9d46edb724eb,2026-07-19T14:32:36,True,True,False,False,True,False,False,True,False,False,True,"0, 1, 2, 3, 4"
study_runs,V100_P1_NANO_I05_R04,study_runs/V100_P1_NANO_I05_R04/checkpoint/ca184fa090bc4a638c5cc183bb75cbd2/code.py,code.py,.py,65,d6a8dbf888a3b943e4558740442fed4e2fe5e6885cb78883657ffa956c9de14d,2026-07-19T14:16:29,True,False,False,False,False,False,False,False,False,False,False,
study_runs,V100_P1_NANO_I05_R04,study_runs/V100_P1_NANO_I05_R04/checkpoint/d86c6f0c37c84c99ab783b21a1893882/code.py,code.py,.py,4123,2a2b22e278c1ed4aee838bae8c51558d667bed08ed5ed3034022be278c1c08a0,2026-07-19T14:06:44,True,True,False,False,True,False,False,True,False,False,False,"0, 1, 2, 3, 4"
study_runs,V100_P1_NANO_I05_R05,study_runs/V100_P1_NANO_I05_R05/checkpoint/0b6ea20ff97249468b6671093ae5cbe7/code.py,code.py,.py,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,2026-07-19T14:58:43,True,False,False,False,False,False,False,False,False,False,False,
study_runs,V100_P1_NANO_I05_R05,study_runs/V100_P1_NANO_I05_R05/checkpoint/138c2527bd0145a285ef4efeb98072fc/code.py,code.py,.py,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,2026-07-19T15:03:10,True,False,False,False,False,False,False,False,False,False,False,
study_runs,V100_P1_NANO_I05_R05,study_runs/V100_P1_NANO_I05_R05/checkpoint/279449ab8ca84cd4ba46c9645bcea2fc/code.py,code.py,.py,1598,8fe1b8cd531546af6d048dc777ccfd4ade6151feaab2dd8b20195a26dc40e3cc,2026-07-19T15:07:58,True,True,False,False,True,False,False,True,False,False,False,
study_runs,V100_P1_NANO_I05_R05,study_runs/V100_P1_NANO_I05_R05/checkpoint/77cee7c143e54342a6d595c53dab704e/code.py,code.py,.py,3531,a3d7e4a202985e023c93300e86255fc1d12a0315c51f03487472fc3dd54ad22e,2026-07-19T15:18:55,True,True,False,False,True,False,False,True,False,False,False,"42, 7, 123, 999, 2024 || {seed}"")"
study_runs,V100_P1_NANO_I05_R05,study_runs/V100_P1_NANO_I05_R05/checkpoint/98faa0d39dee486eb4051a7b9161c863/code.py,code.py,.py,3808,2a4c3e7b7a975c169d5a723f11688badea9512fcb2d04e26cba7a051872469ed,2026-07-19T15:14:30,True,True,False,False,True,False,False,True,False,False,False,"42, 7, 123, 999, 2024 || {seed}"")"
study_runs,V100_P1_NANO_I05_R05,study_runs/V100_P1_NANO_I05_R05/checkpoint/ba0fa73efc944c45a3c010b47ec9e66e/code.py,code.py,.py,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,2026-07-19T15:28:36,True,False,False,False,False,False,False,False,False,False,False,
study_runs,V100_P1_NANO_I05_R05,study_runs/V100_P1_NANO_I05_R05/checkpoint/ea772fb62ca04abfaff9d848a17f876b/code.py,code.py,.py,4199,cd80627219d167bac309674b63f2d3958ecbbf1a59127715557d44c592a048e4,2026-07-19T15:22:12,True,True,False,False,False,False,False,True,False,False,True,"42, 7, 123, 999, 2024 || random_state)   || seed"
study_runs,V100_P1_NANO_I05_R05,study_runs/V100_P1_NANO_I05_R05/checkpoint/ea772fb62ca04abfaff9d848a17f876b_iteration1/code.py,code.py,.py,305,a7e4eff30ffae83fba33818d05e10210d74ce36b09ea7d89fc03a276edb0187d,2026-07-19T15:40:15,True,True,False,False,True,True,True,False,False,False,True,
study_runs,V100_P1_NANO_I05_R05,study_runs/V100_P1_NANO_I05_R05/checkpoint/ea772fb62ca04abfaff9d848a17f876b_iteration2/code.py,code.py,.py,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,2026-07-19T15:40:15,True,False,False,False,False,False,False,False,False,False,False,
study_runs,V100_P1_NANO_I05_R05,study_runs/V100_P1_NANO_I05_R05/checkpoint/ea772fb62ca04abfaff9d848a17f876b_seed/code.py,code.py,.py,2,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,2026-07-19T15:33:20,True,False,False,False,False,False,False,False,False,False,False,
study_runs,V100_P2_GPT54_I05_R01,study_runs/V100_P2_GPT54_I05_R01/checkpoint/03f051567e904656ad105f8d25c57a32/code.py,code.py,.py,11193,635ca5f68c5f54bdfe2e75a38863398892e4ec63d0ab4dfc3b9452f47a1fcce7,2026-07-20T07:02:11,True,True,False,False,False,True,False,True,False,True,False,"7, 13, 29, 42, 87 || set() || set(existing_results[""seed"""
study_runs,V100_P2_GPT54_I05_R01,study_runs/V100_P2_GPT54_I05_R01/checkpoint/04f48b1f7cb64750af4875102ffebf1c/code.py,code.py,.py,9710,5eaf45735f4a3c95e06b894e3824a62d46fc0c281d08eba91a33102bd98b3eae,2026-07-20T07:09:22,True,True,False,False,False,True,False,True,True,False,False,42 || 42): || seed)
study_runs,V100_P2_GPT54_I05_R01,study_runs/V100_P2_GPT54_I05_R01/checkpoint/463f928539dd419880b3701067bf30e7/code.py,code.py,.py,10438,5ee623037be04d5ee3040e42b680ee9ff695473929bb3f93a79dca50cb64f00f,2026-07-20T07:07:27,True,True,False,False,False,True,False,True,True,False,False,42 || SEED) || seed).reset_index(drop=True)
study_runs,V100_P2_GPT54_I05_R01,study_runs/V100_P2_GPT54_I05_R01/checkpoint/689fdb467ed14a69b6b30f5e43651ab5/code.py,code.py,.py,6657,f1ec787ea47d0bb3ab08f5dee9ceecb6fb1d1a361d7a67d5bb9ae46de06d1d24,2026-07-20T06:59:05,True,True,False,False,False,True,False,True,False,True,False,42
study_runs,V100_P2_GPT54_I05_R01,study_runs/V100_P2_GPT54_I05_R01/checkpoint/a086ad426c6941eb80d27438d0dea564/code.py,code.py,.py,15542,11fde091e48b7ba745b7eda6bce155f13d90622aa08e339ab8d40280780afc45,2026-07-20T07:13:47,True,True,False,False,False,True,False,True,True,False,False,"42 || 42): || int(rng.randint(0, 2**31 - 1))).reset_index(drop=True) || seed)"
study_runs,V100_P2_GPT54_I05_R01,study_runs/V100_P2_GPT54_I05_R01/checkpoint/a086ad426c6941eb80d27438d0dea564_iteration1/code.py,code.py,.py,25163,0fdab66427f35369f8037d48abaeb11c039fbe6973ba9c42e2c2882473b69200,2026-07-20T07:19:43,True,True,True,True,True,True,True,True,True,False,False,"42): || 7, 13, 29, 42, 87 || int(rng.randint(0, 2**31 - 1))).reset_index(drop=True) || seed) || {seed} | k={cutoff} | nDCG={ndcg_value:.6f} | Precision={precision_value:.6f} | users={eval_users}"") || {seed}."")"
study_runs,V100_P2_GPT54_I05_R01,study_runs/V100_P2_GPT54_I05_R01/checkpoint/a086ad426c6941eb80d27438d0dea564_iteration2/code.py,code.py,.py,27077,c587b80898d9c50ea7bc6ff05eac300bd1a75b5e79a34c5ce3baee767bc9bbf8,2026-07-20T07:19:43,True,True,True,True,True,True,True,True,True,False,False,"42): || 7, 13, 29, 42, 87 || int(rng.randint(0, 2**31 - 1))).reset_index(drop=True) || seed) || {seed} | k={cutoff} | nDCG={ndcg_value:.6f} | Precision={precision_value:.6f} | users={eval_users}"") || {seed}."")"
study_runs,V100_P2_GPT54_I05_R01,study_runs/V100_P2_GPT54_I05_R01/checkpoint/a086ad426c6941eb80d27438d0dea564_seed/code.py,code.py,.py,15542,11fde091e48b7ba745b7eda6bce155f13d90622aa08e339ab8d40280780afc45,2026-07-20T07:16:32,True,True,False,False,False,True,False,True,True,False,False,"42 || 42): || int(rng.randint(0, 2**31 - 1))).reset_index(drop=True) || seed)"
study_runs,V100_P2_GPT54_I05_R01,study_runs/V100_P2_GPT54_I05_R01/checkpoint/cece619f54c64a789f73505345029ad7/code.py,code.py,.py,16413,93d27908a308a183ccae962da4086a6dba3a8c29b0386fb405358e725bd6abba,2026-07-20T07:11:48,True,True,False,False,False,False,True,True,True,False,False,42
study_runs,V100_P2_GPT54_I05_R01,study_runs/V100_P2_GPT54_I05_R01/checkpoint/f1c687701cc54963b2ac238df363b990/code.py,code.py,.py,9880,ba15d10adadcea1777df5e31c86d18d5c1105d2706ce7cf2155f740a9feb4df7,2026-07-20T07:04:42,True,True,False,False,False,True,False,True,True,True,False,42 || 42): || seed)
study_runs,V100_P2_GPT54_I05_R02,study_runs/V100_P2_GPT54_I05_R02/checkpoint/186a6cf6fb344c039e1dda2f750886cb/code.py,code.py,.py,9988,2b4c6145c7ef7c7ea23d7d22bd2ecd2e4eca5477ffa8639537157f434870112c,2026-07-20T07:04:49,True,True,False,False,True,False,False,True,False,False,False,"7, 13, 29, 42, 87 || {seed} NDCG@10={ndcg10:.6f} train={len(train_df)} test={len(test_df)} predictions={prediction_rows}"")"
